FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DWCF,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Defense Working Capital Fund
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DCFO.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CARS;,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
OIG,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
"CMR,",/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
OIG,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Financial Management Regulation
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
FMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Financial Management Regulation
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
FMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Financial Management Regulation
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CARS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
CARS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
CARS;,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/project-announcement-audit-of-us-army-corps-of-engineers-oversight-of-contracts,--
TRICARE,/Users/varsha/Python Workspace/Nlpassignment/data/project-announcement-payments-for-selected-health-care-services-and-supplies-pa,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(USAFMCOM),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(GFEBS),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(FMSU),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
LDA.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMSU,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,Financial Management Support Unit
"FMSU,",/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(ODCFO),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(DASA[FO]),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(FMR).,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
"(FMSC),",/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
ODCFO,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMR,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,Financial Management Regulation
"FMSU,",/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(USACE),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMR.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
"FMSU,",/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
USACE,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMSC,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,Financial Management Support Center
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
(USAFMCOM),/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMR.,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
DASA(FO);,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
USAFMCOM;,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
USACE,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
FMSU;,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
"FMSC,",/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
ODCFO,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
ODCFO,/Users/varsha/Python Workspace/Nlpassignment/data/army-internal-controls-over-foreign-currency-accounts-and-payments,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
(USPACOM),/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
(POSC),/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
III,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
POSC,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,Philippines Operations Support Contract
III.,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
"USPACOM,",/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
POSC,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,Philippines Operations Support Contract
"III,",/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
USPACOM,/Users/varsha/Python Workspace/Nlpassignment/data/development-review-and-validation-of-the-philippines-operations-support-contrac,--
